,feature_1,feature_2,target
0,0.8115858641352396,1.9773302384423663,1
1,-0.2834283301065026,,0
2,-0.2812721081553536,0.8583682677599062,1
3,0.6171759599826377,1.293528171953281,1
4,1.0805259302094292,0.8151356868832149,1
5,1.2554302665718975,0.477193174271581,1
6,1.1387277667745457,-0.6882529524281618,0
7,-1.5880137365995517,-0.8753177700623281,0
8,-0.7422532395617472,-2.542699867739025,0
9,-1.6194115283117223,1.1484703105588148,1
10,1.037352792516589,0.9366307584193526,1
11,-1.0959608419338245,0.4238676239975485,0
12,0.417973598715972,1.4315117039029828,1
13,1.4585231183044691,0.8927536530812323,1
14,-1.2166662108368782,0.3406479717148839,1
15,1.3787815083967705,0.743031595497258,1
16,1.1240713544825591,0.6061404593809974,1
17,0.9467088726477132,-0.515482067221958,0
18,0.6258005243080613,0.9193623920686284,1
19,-0.4815044665156962,1.8831579079105063,1
20,1.088088930341769,-1.5570173048782086,0
21,0.6120374768354115,1.0196033442939887,1
22,-0.4172987500405869,1.199790584259834,1
23,-1.8836462571126296,0.449378164285693,1
24,0.593894921242433,-0.5565880402704984,0
25,-1.5164454008895252,-0.5289102613802213,0
26,-0.7081592654608657,-1.3657441145742104,0
27,-1.8189916845791632,-1.2603099595606482,0
28,-0.2632505158321191,1.2061611797523946,1
29,-0.4822783562542106,-1.1496025264240968,0
30,1.1177797573393973,0.9200712321851744,1
31,-1.0449000653630724,-2.1224659160775428,0
32,,-0.8767948252008818,0
33,-2.951214197513523,0.0785748031320903,1
34,-0.3490599529440341,1.9161175302539963,1
35,1.0281926278455884,-1.923389482726269,0
36,0.8961718115887168,-1.6764939700921015,0
37,1.0377212093977528,1.3087633593315633,1
38,1.0789256081107992,,0
39,-0.2841582511143314,1.2038518248087202,1
40,1.2603943074402448,0.95556352540933,1
41,1.003195895872674,0.9594184278391208,1
42,1.2413473921025715,-0.8017613413998731,0
43,,0.5682634469194568,1
44,-1.1683181186277696,-0.9035285859892408,0
45,1.0727920400287685,1.0612619008985111,1
46,,1.2434832849337143,1
47,0.8632324818928844,1.4523594407974176,1
48,1.080624701814821,-1.283483153241576,0
49,1.0653179164147777,-0.4992331692172405,0
50,0.7700811655072691,1.2356116841119906,1
51,-1.181464694436822,-2.289185654712699,0
52,1.068032274788233,-0.7810312111329938,0
53,-2.437128225289439,,1
54,-1.33770203897922,-1.670529638602293,0
55,-0.5581859695914373,-1.2042888273296417,0
56,-1.9249108490739784,0.7569936447165102,1
57,,1.83271858295525,1
58,-1.2022555314163936,0.903154739343031,1
59,1.1046523328511486,1.810708392365037,1
60,0.1896363772825555,1.131288803634373,1
61,-0.1483345030980362,-1.3280040728967708,0
62,-1.605621476997953,0.9453187836379148,1
63,1.1790065724577432,-0.8802444472782731,0
64,-0.8886205948757739,0.4899646890086212,1
65,0.8084996961804544,-0.8128055632370828,0
66,0.8549955405861802,0.8072099322766898,1
67,0.958487841744553,-0.0610855859991839,0
68,-1.4231459658902863,0.5046286338774649,1
69,-0.9445406493177554,0.575566034703255,1
70,-0.0854009980754237,,0
71,-2.3194182124020952,-0.8897138580758157,0
72,-0.0504136854125827,,1
73,0.158705732264246,-1.0627735668536809,0
74,0.3761275686635226,0.3130489456312475,0
75,-1.5771429440905522,0.4000495982146055,0
76,0.5989302598502286,-0.9710084649159012,0
77,-1.0595151680336063,0.3245366491679102,0
78,-1.7331828781701684,0.5892721569897833,1
79,1.0367858443782678,1.7025866908440688,1
80,1.0804483983577295,-0.6981948833299194,0
81,-0.4920379127147537,1.7514374692622845,1
82,0.7013843928417527,1.2207618404159697,1
83,-1.0486826971428465,0.7504184588904494,0
84,-0.5514077731562639,1.0556666790119371,1
85,-1.6735612895263476,-1.0604864488275163,0
86,,0.7851575643961177,1
87,0.8557415904455583,0.802103513883139,1
88,0.8142469651001442,-0.5226329718086155,0
89,1.0675441314883822,-1.2100740949087443,0
90,-1.1198386867746857,0.3081268528349535,1
91,0.6990447804027387,1.6869254802094238,1
92,-1.8436853082052176,-0.1191133036057924,0
93,,1.1421761570037123,1
94,0.5292706806586234,-0.7161678031043668,0
95,,1.481998635709794,1
96,-2.268273100318809,0.5776601655775331,1
97,1.1644611815206456,-0.7997321518517342,0
98,-1.348102311809514,0.5265730277092837,1
99,-2.0424672805305333,-0.951586872173179,0
100,1.1109787802197573,-1.4036375838573485,0
101,1.231457049435393,-0.8376405662852004,0
102,-0.3478305438676133,,0
103,1.30730599933931,-1.2063585688881862,0
104,0.9933890594445534,,0
105,-0.6088600256868335,0.8013163509117918,1
106,-1.0997372199296445,-0.7272182300066894,0
107,-0.3366826038946825,0.5490892652229025,1
108,1.084667220124678,-0.9581903684920692,0
109,-0.348609572654046,-0.2365345980542248,0
110,-1.7557679464222764,0.5122709145352207,1
111,0.8939954348925809,-0.7808207148157372,0
112,0.623156985768049,1.6159308192282609,1
113,-0.7124575157262831,0.5903662683913027,1
114,0.425768890417964,1.7885637812346538,1
115,-0.9786954546504404,,1
116,-0.76455697153977,-1.9795239478805104,0
117,-0.9130765351680769,-1.412611800251614,0
118,-2.659510769389767,-0.5023344069365918,1
119,-0.588560415693851,0.6658970014668579,1
120,0.9305354452382912,1.1251498429764994,1
121,-1.489895058908929,0.9999982490090904,1
122,-1.294136826572453,0.9328796408573456,1
123,,-0.6154288477926741,0
124,0.1882551304291555,0.571962777915171,0
125,1.167244993904839,0.3472428583483437,1
126,-2.05017056084574,0.6002141576527174,1
127,-0.4040344850597778,1.0732752391953584,1
128,0.9600607232289828,1.544064392544206,1
129,-2.182472233595715,1.397037326514196,1
130,1.023750911516357,-1.49073301537317,0
131,-0.5649775639029004,0.8819615592641228,1
132,0.4738781490733055,-0.5152507339453337,0
133,-0.7627919470240208,-0.4851874599592058,0
134,0.7710345000338508,1.3218239906716065,1
135,0.5705050771647321,-1.6185092574257398,0
136,-1.5793896753841588,1.8575548057456088,1
137,0.7143488774359266,1.6429749847065225,1
138,-1.4515112003207262,-0.8980282047010616,0
139,-0.5318388174799497,1.3204420863544817,1
140,-0.9109321882781002,-1.236311849895966,0
141,0.3588617803088789,0.8624066638880705,0
142,1.0811748390901568,1.2352571096582037,1
143,-2.943260677058468,0.1750950583813615,1
144,1.0197232188574166,,0
145,1.4294891979083042,0.755853964505097,1
146,1.3469541085885175,-2.0454001518150107,0
147,1.37198955702136,-0.8765926625826665,0
148,1.1431641286532384,-0.8112732069914206,0
149,-1.5403421897383756,-2.356618022464039,0
150,1.003338049143491,-0.9439238721991504,0
